origin,destin,id,dist,passen,fare,ldist,lfare,ldistsq,concen,lpassen
"HOUSTON, TX","LOS ANGELES, CA",681,1.379,1.498,225,7.229114,5.4161005,52.26009,0.4343,7.3118863
"HOUSTON, TX","LOUISVILLE, KY",682,0.789,0.223,164,6.6707664,5.0998664,44.499123,0.6099,5.4071717
"HOUSTON, TX","LUBBOCK, TX",683,0.472,0.379,100,6.156979,4.6051702,37.90839,0.6024,5.9375362
"HOUSTON, TX","MEMPHIS, TN",684,0.47,0.201,211,6.152733,5.351858,37.85612,0.4591,5.3033047
"HOUSTON, TX","MIAMI, FL",685,0.964,0.461,192,6.8710914,5.2574954,47.211895,0.6192,6.133398
"HOUSTON, TX","MIDLAND/ODESSA, TX",686,0.44,0.471,110,6.086775,4.7004805,37.04883,0.6855,6.154858
"HOUSTON, TX","MINNEAPOLIS, MN",687,1.035,0.426,300,6.942157,5.7037826,48.193542,0.3218,6.0544395
"HOUSTON, TX","MISSION/MCALLEN, TX",688,0.316,0.24,96,5.755742,4.564348,33.128567,0.98190004,5.480639
"HOUSTON, TX","NASHVILLE, TN",689,0.67,0.596,133,6.5072775,4.890349,42.34466,0.6375,6.3902407
"HOUSTON, TX","NEW ORLEANS, LA",690,0.303,2.176,94,5.7137327,4.543295,32.64674,0.65139997,7.6852436
"HOUSTON, TX","NEW YORK, NY",691,1.408,2.619,313,7.2499256,5.7462034,52.56142,0.7257,7.870548
"HOUSTON, TX","OAKLAND, CA",692,1.645,0.271,246,7.4054956,5.5053315,54.841366,0.3422,5.602119
"HOUSTON, TX","OKLAHOMA CITY, OK",693,0.418,0.588,114,6.0354815,4.7361984,36.427036,0.5512,6.376727
"HOUSTON, TX","OMAHA, NE",694,0.782,0.198,180,6.6618547,5.192957,44.38031,0.6363,5.288267
"HOUSTON, TX","ONTARIO, CA",695,1.336,0.261,194,7.1974354,5.267858,51.803078,0.3946,5.5645204
"HOUSTON, TX","ORLANDO, FL",696,0.853,0.877,168,6.7487597,5.123964,45.545757,0.5783,6.776507
"HOUSTON, TX","PHILADELPHIA, PA",697,1.325,0.742,286,7.189168,5.655992,51.684135,0.5014,6.6093493
"HOUSTON, TX","PHOENIX, AZ",698,1.02,0.796,184,6.927558,5.214936,47.99106,0.3993,6.6795993
"HOUSTON, TX","PITTSBURGH, PA",699,1.118,0.303,314,7.0192966,5.749393,49.270527,0.44169998,5.7137327
"HOUSTON, TX","PORTLAND, OR",700,1.827,0.269,274,7.5104303,5.613128,56.406563,0.5077,5.5947113
"HOUSTON, TX","PROVIDENCE, RI",701,1.573,0.233,210,7.3607397,5.3471074,54.18049,0.44509998,5.4510384
"HOUSTON, TX","RALEIGH/DURHAM, NC",702,1.044,0.347,200,6.9508147,5.2983174,48.313824,0.39470002,5.8493247
"HOUSTON, TX","RENO, NV",703,1.542,0.176,177,7.3408356,5.17615,53.887867,0.3459,5.170484
"HOUSTON, TX","SALT LAKE CITY, UT",704,1.197,0.37,197,7.0875735,5.2832036,50.2337,0.35900003,5.913503
"HOUSTON, TX","SAN ANTONIO, TX",705,0.192,0.954,80,5.2574954,4.3820267,27.641258,0.70199996,6.860664
"HOUSTON, TX","SAN DIEGO, CA",706,1.304,0.505,218,7.1731915,5.3844953,51.454678,0.5047,6.2245584
"HOUSTON, TX","SAN FRANCISCO, CA",707,1.636,0.863,295,7.4000096,5.6869755,54.760143,0.6181,6.7604146
"HOUSTON, TX","SAN JOSE, CA",708,1.61,0.386,295,7.3839893,5.6869755,54.5233,0.5375,5.9558372
"HOUSTON, TX","SANTA ANA, CA",709,1.348,0.309,308,7.2063775,5.7300997,51.931877,0.7096,5.733341
"HOUSTON, TX","SEATTLE, WA",710,1.876,0.493,277,7.536897,5.6240177,56.80482,0.5174,6.200509
"HOUSTON, TX","ST. LOUIS, MO",711,0.687,0.841,138,6.5323343,4.9272537,42.67139,0.5382,6.7345915
"HOUSTON, TX","TAMPA, FL",712,0.787,0.539,181,6.668228,5.198497,44.465267,0.6031,6.289716
"HOUSTON, TX","TULSA, OK",713,0.452,0.815,119,6.1136823,4.7791233,37.37711,0.56450003,6.703188
"HOUSTON, TX","WASHINGTON, DC",714,1.204,0.943,293,7.093405,5.6801724,50.31639,0.7611,6.8490663
"INDIANAPOLIS, IN","KANSAS CITY, MO",715,0.452,0.331,98,6.1136823,4.5849676,37.37711,0.7261,5.8021183
"INDIANAPOLIS, IN","LAS VEGAS, NV",716,1.591,0.885,134,7.372118,4.89784,54.348125,0.5702,6.785588
"INDIANAPOLIS, IN","LOS ANGELES, CA",717,1.815,0.626,184,7.503841,5.214936,56.30763,0.2474,6.4393506
"INDIANAPOLIS, IN","MIAMI, FL",718,1.023,0.171,174,6.930495,5.159055,48.031757,0.3509,5.1416636
"INDIANAPOLIS, IN","MINNEAPOLIS, MN",719,0.503,0.318,267,6.22059,5.587249,38.69574,0.774,5.7620516
"INDIANAPOLIS, IN","NEW ORLEANS, LA",720,0.709,0.142,154,6.5638556,5.0369525,43.0842,0.3969,4.955827
"INDIANAPOLIS, IN","NEW YORK, NY",721,0.659,0.995,206,6.4907236,5.327876,42.129494,0.4686,6.902743
"INDIANAPOLIS, IN","ORLANDO, FL",722,0.828,1.096,112,6.719013,4.7184987,45.145138,0.44439998,6.9994226
"INDIANAPOLIS, IN","PHILADELPHIA, PA",723,0.587,0.364,252,6.375025,5.529429,40.64094,0.84809995,5.897154
"INDIANAPOLIS, IN","PHOENIX, AZ",724,1.49,0.544,157,7.3065314,5.056246,53.385403,0.4791,6.2989492
"INDIANAPOLIS, IN","SAN DIEGO, CA",725,1.787,0.237,187,7.4882936,5.2311087,56.074543,0.18190001,5.46806
"INDIANAPOLIS, IN","SAN FRANCISCO, CA",726,1.946,0.314,202,7.573531,5.3082676,57.358376,0.3091,5.749393
"INDIANAPOLIS, IN","SARASOTA, FL",727,0.877,0.217,120,6.776507,4.787492,45.921047,0.78589994,5.379897
"INDIANAPOLIS, IN","SEATTLE, WA",728,1.869,0.211,201,7.533159,5.3033047,56.74848,0.3021,5.351858
"INDIANAPOLIS, IN","ST. LOUIS, MO",729,0.229,0.337,77,5.433722,4.3438053,29.525335,0.5055,5.820083
"INDIANAPOLIS, IN","TAMPA, FL",730,0.84,0.688,119,6.733402,4.7791233,45.3387,0.52459997,6.5337887
"INDIANAPOLIS, IN","WASHINGTON, DC",731,0.499,0.317,195,6.212606,5.273,38.596474,0.7549,5.7589016
"ISLIP/LONG ISLAND, NY","ORLANDO, FL",732,0.972,0.681,113,6.879356,4.727388,47.32554,0.6729,6.5235624
"ISLIP/LONG ISLAND, NY","TAMPA, FL",733,1.035,0.467,115,6.942157,4.744932,48.193542,0.9171,6.1463294
"ISLIP/LONG ISLAND, NY","WEST PALM BEACH, FL",734,1.055,0.042,130,6.961296,4.8675346,48.459644,0.6875,3.7376697
"JACKSONVILLE, FL","MIAMI, FL",735,0.334,0.132,113,5.811141,4.727388,33.76936,0.90779996,4.882802
"JACKSONVILLE, FL","NASHVILLE, TN",736,0.484,0.288,101,6.182085,4.6151204,38.218174,0.8089,5.6629605
"JACKSONVILLE, FL","NEW ORLEANS, LA",737,0.513,0.217,96,6.240276,4.564348,38.941044,0.73550004,5.379897
"JACKSONVILLE, FL","NEW YORK, NY",738,0.834,1.094,141,6.7262335,4.94876,45.242218,0.38009998,6.997596
"JACKSONVILLE, FL","NORFOLK, VA",739,0.544,0.155,139,6.2989492,4.934474,39.67676,0.4402,5.043425
"JACKSONVILLE, FL","PHILADELPHIA, PA",740,0.742,0.425,146,6.6093493,4.983607,43.6835,0.8076,6.052089
"JACKSONVILLE, FL","TAMPA, FL",741,0.18,0.291,74,5.192957,4.304065,26.9668,0.5362,5.673323
"JACKSONVILLE, FL","WASHINGTON, DC",742,0.634,0.334,158,6.452049,5.062595,41.628933,0.6453,5.811141
"KANSAS CITY, MO","LAS VEGAS, NV",743,1.14,0.693,142,7.0387836,4.955827,49.544476,0.7281,6.54103
"KANSAS CITY, MO","LOS ANGELES, CA",744,1.363,0.804,153,7.2174435,5.030438,52.09149,0.5507,6.689599
"KANSAS CITY, MO","LOUISVILLE, KY",745,0.492,0.161,96,6.1984787,4.564348,38.42114,0.4421,5.081404
"KANSAS CITY, MO","MIAMI, FL",746,1.254,0.223,172,7.1340938,5.1474943,50.895294,0.3662,5.4071717
"KANSAS CITY, MO","MILWAUKEE, WI",747,0.436,0.201,194,6.0776424,5.267858,36.937737,0.7832,5.3033047
"KANSAS CITY, MO","MINNEAPOLIS, MN",748,0.394,0.81,101,5.976351,4.6151204,35.71677,0.85620004,6.6970344
"KANSAS CITY, MO","NASHVILLE, TN",749,0.492,0.414,78,6.1984787,4.356709,38.42114,0.8699,6.025866
"KANSAS CITY, MO","NEW ORLEANS, LA",750,0.691,0.283,122,6.53814,4.804021,42.747272,0.4111,5.645447
"KANSAS CITY, MO","NEW YORK, NY",751,1.093,1.049,227,6.9966817,5.42495,48.953556,0.3351,6.9555926
"KANSAS CITY, MO","OAKLAND, CA",752,1.49,0.26,182,7.3065314,5.2040067,53.385403,0.6636,5.560682
"KANSAS CITY, MO","OKLAHOMA CITY, OK",753,0.313,0.353,73,5.7462034,4.2904596,33.018852,0.97110003,5.866468
"KANSAS CITY, MO","ONTARIO, CA",754,1.32,0.162,169,7.185387,5.1298985,51.629787,0.4789,5.0875964
"KANSAS CITY, MO","ORLANDO, FL",755,1.072,0.73,137,6.9772816,4.919981,48.682457,0.5377,6.5930448
"KANSAS CITY, MO","PHILADELPHIA, PA",756,1.04,0.288,282,6.946976,5.641907,48.26048,0.73510003,5.6629605
"KANSAS CITY, MO","PHOENIX, AZ",757,1.044,0.798,147,6.9508147,4.9904327,48.313824,0.5852,6.6821084
"KANSAS CITY, MO","PORTLAND, OR",758,1.484,0.236,164,7.3024964,5.0998664,53.326454,0.3641,5.463832
"KANSAS CITY, MO","RALEIGH/DURHAM, NC",759,0.906,0.285,136,6.809039,4.912655,46.363014,0.4014,5.652489
"KANSAS CITY, MO","SACRAMENTO, CA",760,1.444,0.196,172,7.275172,5.1474943,52.92813,0.4898,5.278115
"KANSAS CITY, MO","SALT LAKE CITY, UT",761,0.92,0.277,148,6.8243737,4.9972124,46.572075,0.6967,5.6240177
"KANSAS CITY, MO","SAN ANTONIO, TX",762,0.707,0.234,167,6.561031,5.117994,43.047127,0.4097,5.4553213
"KANSAS CITY, MO","SAN DIEGO, CA",763,1.334,0.385,167,7.195937,5.117994,51.781513,0.4603,5.9532433
"KANSAS CITY, MO","SAN FRANCISCO, CA",764,1.5,0.29,193,7.3132205,5.26269,53.483192,0.3821,5.669881
"KANSAS CITY, MO","SEATTLE, WA",765,1.49,0.378,186,7.3065314,5.2257466,53.385403,0.3032,5.934894
"KANSAS CITY, MO","ST. LOUIS, MO",766,0.238,0.984,69,5.4722705,4.2341065,29.945744,0.5309,6.891626
"KANSAS CITY, MO","TAMPA, FL",767,1.049,0.301,154,6.9555926,5.0369525,48.38027,0.398,5.7071104
"KANSAS CITY, MO","TULSA, OK",768,0.223,0.163,75,5.4071717,4.317488,29.237507,1.0,5.09375
"KANSAS CITY, MO","WASHINGTON, DC",769,0.95,0.629,213,6.856462,5.3612924,47.01107,0.5231,6.4441314
"KNOXVILLE, TN","NEW YORK, NY",770,0.645,0.264,189,6.46925,5.241747,41.851196,0.4951,5.575949
"KNOXVILLE, TN","ORLANDO, FL",771,0.532,0.15,158,6.2766433,5.062595,39.39625,0.6042,5.0106354
"LAS VEGAS, NV","LOS ANGELES, CA",772,0.236,4.782,71,5.463832,4.26268,29.853458,0.4728,8.472614
"LAS VEGAS, NV","LOUISVILLE, KY",773,1.627,0.233,157,7.394493,5.056246,54.678528,0.6073,5.4510384
"LAS VEGAS, NV","LUBBOCK, TX",774,0.776,0.123,120,6.6541524,4.787492,44.277744,0.96300006,4.8121843
"LAS VEGAS, NV","MIAMI, FL",775,2.177,0.574,182,7.6857033,5.2040067,59.070034,0.5552,6.352629
"LAS VEGAS, NV","MIDLAND/ODESSA, TX",776,0.797,0.13,126,6.680855,4.836282,44.63382,0.96989995,4.8675346
"LAS VEGAS, NV","MILWAUKEE, WI",777,1.525,0.894,131,7.3297496,4.8751974,53.725227,0.5505,6.795706
"LAS VEGAS, NV","MINNEAPOLIS, MN",778,1.3,1.123,147,7.17012,4.9904327,51.410618,0.5844,7.023759
"LAS VEGAS, NV","NASHVILLE, TN",779,1.589,0.337,175,7.37086,5.164786,54.32958,0.7617,5.820083
"LAS VEGAS, NV","NEW ORLEANS, LA",780,1.502,0.35,150,7.314553,5.0106354,53.50268,0.396,5.857933
"LAS VEGAS, NV","NEW YORK, NY",781,2.242,3.867,191,7.7151237,5.2522736,59.523132,0.2928,8.260234
"LAS VEGAS, NV","OAKLAND, CA",782,0.407,1.593,96,6.0088134,4.564348,36.10584,0.9386,7.3733745
"LAS VEGAS, NV","OKLAHOMA CITY, OK",783,0.988,0.205,170,6.895683,5.1357985,47.55044,0.4695,5.32301
"LAS VEGAS, NV","OMAHA, NE",784,1.1,0.521,121,7.0030656,4.7957907,49.042927,0.5451,6.25575
"LAS VEGAS, NV","ONTARIO, CA",785,0.197,1.129,71,5.2832036,4.26268,27.912241,0.98050004,7.0290875
"LAS VEGAS, NV","ORLANDO, FL",786,2.04,0.643,160,7.620705,5.075174,58.075146,0.42279997,6.4661446
"LAS VEGAS, NV","PHILADELPHIA, PA",787,2.177,1.252,164,7.6857033,5.0998664,59.070034,0.3854,7.132498
"LAS VEGAS, NV","PHOENIX, AZ",788,0.256,2.809,66,5.5451775,4.189655,30.748993,0.7356,7.9405837
"LAS VEGAS, NV","PITTSBURGH, PA",789,1.912,0.34,213,7.555905,5.3612924,57.091698,0.6287,5.8289456
"LAS VEGAS, NV","PORTLAND, OR",790,0.762,1.237,106,6.6359468,4.6634393,44.03579,0.3967,7.1204443
"LAS VEGAS, NV","RALEIGH/DURHAM, NC",791,2.027,0.33,188,7.614312,5.236442,57.97775,0.2202,5.799093
"LAS VEGAS, NV","RENO, NV",792,0.345,1.489,68,5.8435445,4.2195077,34.14701,0.943,7.30586
"LAS VEGAS, NV","SACRAMENTO, CA",793,0.397,1.202,92,5.9839363,4.5217886,35.807495,0.9029,7.091742
"LAS VEGAS, NV","SALT LAKE CITY, UT",794,0.368,1.055,78,5.908083,4.356709,34.905445,0.6777,6.961296
"LAS VEGAS, NV","SAN ANTONIO, TX",795,1.069,0.509,145,6.9744787,4.9767337,48.643353,0.83129996,6.232448
"LAS VEGAS, NV","SAN DIEGO, CA",796,0.258,1.988,73,5.5529594,4.2904596,30.835358,0.8186,7.5948844
"LAS VEGAS, NV","SAN FRANCISCO, CA",797,0.414,2.367,93,6.025866,4.5325994,36.31106,0.39259997,7.7693787
"LAS VEGAS, NV","SAN JOSE, CA",798,0.386,1.845,96,5.9558372,4.564348,35.471996,0.5814,7.5202346
"LAS VEGAS, NV","SANTA ANA, CA",799,0.226,0.868,94,5.420535,4.543295,29.3822,0.997,6.7661915
"LAS VEGAS, NV","SEATTLE, WA",800,0.866,1.845,118,6.763885,4.7706847,45.75014,0.5094,7.5202346
"LAS VEGAS, NV","SPOKANE, WA",801,0.807,0.246,131,6.6933236,4.8751974,44.80058,0.3959,5.5053315
"LAS VEGAS, NV","ST. LOUIS, MO",802,1.373,0.493,177,7.2247534,5.17615,52.19706,0.5439,6.200509
"LAS VEGAS, NV","TAMPA, FL",803,1.985,0.615,153,7.5933743,5.030438,57.659332,0.3662,6.4216223
"LAS VEGAS, NV","TUCSON, AZ",804,0.365,0.594,67,5.8998976,4.204693,34.808792,0.8061,6.3868794
"LAS VEGAS, NV","WASHINGTON, DC",805,2.07,0.555,232,7.635304,5.4467373,58.297867,0.35830003,6.3189683
"LAS VEGAS, NV","WICHITA, KS",806,0.988,0.13,140,6.895683,4.9416423,47.55044,0.59419996,4.8675346
"LITTLE ROCK, AR","LOS ANGELES, CA",807,1.494,0.146,201,7.309212,5.3033047,53.424583,0.2978,4.983607
"LITTLE ROCK, AR","ST. LOUIS, MO",808,0.296,0.321,71,5.6903596,4.26268,32.38019,0.5739,5.771441
"LONG BEACH, CA","PHOENIX, AZ",809,0.355,0.446,76,5.872118,4.3307333,34.48177,0.9907,6.100319
"LOS ANGELES, CA","LOUISVILLE, KY",810,1.846,0.171,214,7.5207763,5.365976,56.562077,0.2936,5.1416636
"LOS ANGELES, CA","MEMPHIS, TN",811,1.62,0.245,288,7.3901815,5.6629605,54.614784,0.72620004,5.5012584
"LOS ANGELES, CA","MIAMI, FL",812,2.342,0.89,318,7.7587605,5.7620516,60.198364,0.4741,6.7912216
"LOS ANGELES, CA","MILWAUKEE, WI",813,1.757,0.456,202,7.471363,5.3082676,55.821266,0.4003,6.122493
"LOS ANGELES, CA","MINNEAPOLIS, MN",814,1.536,1.193,222,7.336937,5.4026775,53.830643,0.65860003,7.0842266
"LOS ANGELES, CA","NASHVILLE, TN",815,1.797,0.53,206,7.493874,5.327876,56.15815,0.45900002,6.272877
"LOS ANGELES, CA","NEW ORLEANS, LA",816,1.672,0.79,188,7.421776,5.236442,55.082756,0.3027,6.672033
"LOS ANGELES, CA","NEW YORK, NY",817,2.469,6.815,381,7.8115683,5.9427996,61.0206,0.28530002,8.826881
"LOS ANGELES, CA","NORFOLK, VA",818,2.377,0.152,272,7.7735944,5.605802,60.42877,0.32709998,5.0238805
"LOS ANGELES, CA","OAKLAND, CA",819,0.337,4.443,80,5.820083,4.3820267,33.873367,0.7235,8.399085
"LOS ANGELES, CA","OKLAHOMA CITY, OK",820,1.189,0.214,180,7.080868,5.192957,50.138687,0.3609,5.365976
"LOS ANGELES, CA","OMAHA, NE",821,1.331,0.287,171,7.193686,5.1416636,51.74912,0.3411,5.659482
"LOS ANGELES, CA","ORLANDO, FL",822,2.217,1.336,224,7.7039104,5.411646,59.350235,0.4889,7.1974354
"LOS ANGELES, CA","PHILADELPHIA, PA",823,2.402,1.422,278,7.784057,5.627621,60.591545,0.4745,7.2598195
"LOS ANGELES, CA","PHOENIX, AZ",824,0.37,3.381,67,5.913503,4.204693,34.96952,0.56189996,8.125927
"LOS ANGELES, CA","PITTSBURGH, PA",825,2.137,0.413,290,7.667158,5.669881,58.785313,0.5989,6.0234475
"LOS ANGELES, CA","PORTLAND, OR",826,0.834,1.59,137,6.7262335,4.919981,45.242218,0.4382,7.3714895
"LOS ANGELES, CA","PROVIDENCE, RI",827,2.595,0.397,201,7.861342,5.3033047,61.800697,0.2471,5.9839363
"LOS ANGELES, CA","RALEIGH/DURHAM, NC",828,2.239,0.432,211,7.7137847,5.351858,59.502476,0.2543,6.0684257
"LOS ANGELES, CA","RENO, NV",829,0.39,0.957,90,5.966147,4.4998097,35.59491,0.412,6.8638034
"LOS ANGELES, CA","SACRAMENTO, CA",830,0.373,2.173,80,5.9215784,4.3820267,35.06509,0.6186,7.683864
"LOS ANGELES, CA","SALT LAKE CITY, UT",831,0.59,1.786,95,6.3801227,4.553877,40.705967,0.48630002,7.487734
"LOS ANGELES, CA","SAN ANTONIO, TX",832,1.211,0.501,162,7.0992017,5.0875964,50.398666,0.42029998,6.216606
"LOS ANGELES, CA","SAN DIEGO, CA",833,0.109,0.242,114,4.691348,4.7361984,22.008747,0.6302,5.488938
"LOS ANGELES, CA","SAN FRANCISCO, CA",834,0.337,3.41,108,5.820083,4.6821313,33.873367,0.7484,8.134467
"LOS ANGELES, CA","SAN JOSE, CA",835,0.308,3.08,82,5.7300997,4.406719,32.83404,0.5147,8.032685
"LOS ANGELES, CA","SEATTLE, WA",836,0.954,2.707,150,6.860664,5.0106354,47.06871,0.507,7.9035964
"LOS ANGELES, CA","SPOKANE, WA",837,0.945,0.247,136,6.851185,4.912655,46.938732,0.5213,5.5093884
"LOS ANGELES, CA","ST. LOUIS, MO",838,1.593,0.709,252,7.3733745,5.529429,54.36665,0.48439997,6.5638556
"LOS ANGELES, CA","TAMPA, FL",839,2.159,0.632,217,7.6774006,5.379897,58.94248,0.5423,6.4488893
"LOS ANGELES, CA","TUCSON, AZ",840,0.451,1.205,68,6.1114674,4.2195077,37.350033,0.6298,7.094235
"LOS ANGELES, CA","TULSA, OK",841,1.283,0.181,198,7.156956,5.288267,51.222023,0.42,5.198497
"LOS ANGELES, CA","WASHINGTON, DC",842,2.29,1.793,373,7.736307,5.9215784,59.85045,0.4285,7.4916453
"LOS ANGELES, CA","WEST PALM BEACH, FL",843,2.333,0.162,313,7.7549105,5.7462034,60.138638,0.5597,5.0875964
"LOUISVILLE, KY","NEW YORK, NY",844,0.657,0.355,239,6.4876842,5.4764633,42.090046,0.435,5.872118
"LOUISVILLE, KY","ORLANDO, FL",845,0.718,0.494,111,6.5764694,4.7095304,43.24995,0.64489996,6.2025356
"LOUISVILLE, KY","PHOENIX, AZ",846,1.507,0.207,166,7.3178763,5.1119876,53.551315,0.6301,5.332719
"LOUISVILLE, KY","ST. LOUIS, MO",847,0.254,0.245,69,5.5373344,4.2341065,30.662073,0.65599996,5.5012584
"LOUISVILLE, KY","TAMPA, FL",848,0.728,0.278,119,6.590301,4.7791233,43.432068,0.56240004,5.627621
"LOUISVILLE, KY","WASHINGTON, DC",849,0.473,0.166,177,6.1590953,5.17615,37.934456,0.8014,5.1119876
"MADISON, WI","NEW YORK, NY",850,0.809,0.233,195,6.695799,5.273,44.83372,0.2809,5.4510384
"MANCHESTER, NH","NEW YORK, NY",851,0.209,0.333,210,5.3423343,5.3471074,28.540535,0.4411,5.8081427
"MANCHESTER, NH","ORLANDO, FL",852,1.143,0.476,136,7.041412,4.912655,49.581482,0.5658,6.1654177
"MELBOURNE, FL","NEW YORK, NY",853,0.955,0.288,125,6.8617115,4.828314,47.083084,0.7543,5.6629605
"MEMPHIS, TN","MINNEAPOLIS, MN",854,0.7,0.189,272,6.55108,5.605802,42.916653,0.85940003,5.241747
"MEMPHIS, TN","NEW YORK, NY",855,0.957,0.74,219,6.8638034,5.389072,47.111797,0.71900004,6.6066504
"MEMPHIS, TN","ORLANDO, FL",856,0.683,0.33,147,6.526495,4.9904327,42.59514,0.73010004,5.799093
"MEMPHIS, TN","PHILADELPHIA, PA",857,0.875,0.269,188,6.774224,5.236442,45.89011,0.6955,5.5947113
"MEMPHIS, TN","TAMPA, FL",858,0.656,0.233,160,6.4861608,5.075174,42.070282,0.72040004,5.4510384
"MEMPHIS, TN","WASHINGTON, DC",859,0.762,0.523,181,6.6359468,5.198497,44.03579,0.6901,6.2595816
"MIAMI, FL","MILWAUKEE, WI",860,1.261,0.15,169,7.1396604,5.1298985,50.97475,0.3321,5.0106354
"MIAMI, FL","MINNEAPOLIS, MN",861,1.502,0.365,224,7.314553,5.411646,53.50268,0.5707,5.8998976
"MIAMI, FL","NASHVILLE, TN",862,0.807,0.12,180,6.6933236,5.192957,44.80058,0.519,4.787492
"MIAMI, FL","NEW ORLEANS, LA",863,0.674,0.228,187,6.5132303,5.2311087,42.42217,0.8112,5.4293456
"MIAMI, FL","NEW YORK, NY",864,1.093,3.714,188,6.9966817,5.236442,48.953556,0.4681,8.219865
"MIAMI, FL","ORLANDO, FL",865,0.193,0.284,149,5.26269,5.0039463,27.695908,0.5837,5.6489744
"MIAMI, FL","PHILADELPHIA, PA",866,1.013,0.697,162,6.9206715,5.0875964,47.895695,0.5808,6.5467854
"MIAMI, FL","PHOENIX, AZ",867,1.976,0.184,244,7.58883,5.497168,57.59034,0.32169998,5.214936
"MIAMI, FL","PITTSBURGH, PA",868,1.014,0.261,168,6.921658,5.123964,47.90935,0.79150003,5.5645204
"MIAMI, FL","RALEIGH/DURHAM, NC",869,0.7,0.161,172,6.55108,5.1474943,42.916653,0.5872,5.081404
"MIAMI, FL","SAN FRANCISCO, CA",870,2.585,0.609,359,7.857481,5.8833222,61.74001,0.4612,6.4118185
"MIAMI, FL","SEATTLE, WA",871,2.724,0.201,300,7.909857,5.7037826,62.565834,0.34919998,5.3033047
"MIAMI, FL","ST. LOUIS, MO",872,1.069,0.166,239,6.9744787,5.4764633,48.643353,0.7701,5.1119876
"MIAMI, FL","TALLAHASSEE, FL",873,0.406,0.21,179,6.0063534,5.187386,36.076283,0.91410005,5.3471074
"MIAMI, FL","TAMPA, FL",874,0.204,0.337,120,5.31812,4.787492,28.2824,0.5857,5.820083
"MIAMI, FL","WASHINGTON, DC",875,0.92,1.076,183,6.8243737,5.209486,46.572075,0.5822,6.9810057
"MILWAUKEE, WI","MINNEAPOLIS, MN",876,0.297,0.703,117,5.6937323,4.762174,32.418587,0.857,6.555357
"MILWAUKEE, WI","NEW YORK, NY",877,0.734,0.794,233,6.598509,5.4510384,43.540318,0.64199996,6.6770835
"MILWAUKEE, WI","ORLANDO, FL",878,1.066,0.863,140,6.9716687,4.9416423,48.604164,0.2708,6.7604146
"MILWAUKEE, WI","PHILADELPHIA, PA",879,0.69,0.317,220,6.5366917,5.3936276,42.728336,0.488,5.7589016
"MILWAUKEE, WI","PHOENIX, AZ",880,1.461,0.507,180,7.286876,5.192957,53.098564,0.3806,6.228511
"MILWAUKEE, WI","SAN DIEGO, CA",881,1.742,0.148,225,7.462789,5.4161005,55.693222,0.2533,4.9972124
"MILWAUKEE, WI","SAN FRANCISCO, CA",882,1.847,0.46,187,7.521318,5.2311087,56.570225,0.2544,6.1312265
"MILWAUKEE, WI","SEATTLE, WA",883,1.697,0.183,210,7.4366174,5.3471074,55.30328,0.4875,5.209486
"MILWAUKEE, WI","TAMPA, FL",884,1.077,0.353,145,6.9819345,4.9767337,48.74741,0.39180002,5.866468
"MILWAUKEE, WI","WASHINGTON, DC",885,0.632,0.448,191,6.4488893,5.2522736,41.588173,0.7715,6.104793
"MINNEAPOLIS, MN","NASHVILLE, TN",886,0.695,0.196,239,6.543912,5.4764633,42.822784,0.78699994,5.278115
"MINNEAPOLIS, MN","NEW ORLEANS, LA",887,1.041,0.299,205,6.947937,5.32301,48.27383,0.72650003,5.7004437
"MINNEAPOLIS, MN","NEW YORK, NY",888,1.016,1.936,296,6.923629,5.6903596,47.936634,0.6074,7.5683794
"MINNEAPOLIS, MN","OMAHA, NE",889,0.282,0.211,242,5.641907,5.488938,31.831118,0.9835,5.351858
"MINNEAPOLIS, MN","ORLANDO, FL",890,1.31,1.461,150,7.1777825,5.0106354,51.52056,0.6799,7.286876
"MINNEAPOLIS, MN","PHILADELPHIA, PA",891,0.98,0.598,282,6.8875527,5.641907,47.43838,0.5231,6.393591
"MINNEAPOLIS, MN","PHOENIX, AZ",892,1.276,1.619,175,7.1514854,5.164786,51.143745,0.6003,7.389564
"MINNEAPOLIS, MN","PITTSBURGH, PA",893,0.727,0.328,193,6.5889263,5.26269,43.41395,0.54150003,5.7930136
"MINNEAPOLIS, MN","PORTLAND, OR",894,1.427,0.335,281,7.2633295,5.638355,52.755955,0.732,5.8141303
"MINNEAPOLIS, MN","RALEIGH/DURHAM, NC",895,0.982,0.249,254,6.889591,5.5373344,47.46647,0.6515,5.5174527
"MINNEAPOLIS, MN","SALT LAKE CITY, UT",896,0.992,0.278,223,6.899723,5.4071717,47.60618,0.4639,5.627621
"MINNEAPOLIS, MN","SAN ANTONIO, TX",897,1.098,0.318,174,7.0012455,5.159055,49.017437,0.5451,5.7620516
"MINNEAPOLIS, MN","SAN DIEGO, CA",898,1.533,0.569,218,7.334982,5.3844953,53.80196,0.6045,6.3438807
"MINNEAPOLIS, MN","SAN FRANCISCO, CA",899,1.589,1.277,254,7.37086,5.5373344,54.32958,0.7046,7.152269
"MINNEAPOLIS, MN","SAN JOSE, CA",900,1.577,0.216,381,7.36328,5.9427996,54.217888,0.71019995,5.3752785
"MINNEAPOLIS, MN","SANTA ANA, CA",901,1.523,0.252,316,7.3284373,5.755742,53.705994,0.7553,5.529429
